UE_ID,sat_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz
UE_009,LEO,823.0,12.325,8.125,-84.037,0.000119,944.379,5.487,1.2,2389.7,2.74,0.0,0.0,63.44,2.91
UE_010,LEO,841.1,-1.638,-6.738,-91.519,0.108,90.135,14.607,48.0,3097.1,2.8,47.0,14.0,11.42,0.28
UE_011,LEO,960.3,11.321,5.521,-85.339,0.000191,712.001,6.402,2.3,-285.6,3.2,0.0,0.0,54.32,2.19
UE_012,LEO,1192.9,8.974,4.974,-84.913,0.00128,666.477,11.953,14.0,-3534.2,3.98,0.0,0.0,52.41,2.05
UE_013,LEO,1606.0,6.912,2.912,-86.544,0.00176,508.068,14.707,7.0,4624.5,5.35,0.0,0.0,45.19,1.56
UE_014,LEO,1794.1,7.89,3.99,-85.955,0.00182,588.199,22.961,9.0,-3771.5,5.98,0.0,0.0,48.96,1.81
UE_015,LEO,1533.4,-11.759,-16.059,-96.58,0.015,11.477,16.223,43.0,4020.8,5.11,26.0,18.8,0.0,0.04
UE_016,LEO,1219.3,7.548,1.448,-86.426,0.00192,409.679,8.129,10.0,1738.8,4.06,0.0,0.0,40.07,1.26
UE_017,LEO,910.6,9.686,3.786,-84.257,0.00103,572.58,6.071,12.0,-3049.8,3.04,0.0,0.0,48.25,1.76
UE_018,LEO,830.7,12.254,8.554,-83.973,0.000127,984.781,13.538,2.4,-3519.4,2.77,0.0,0.0,64.94,3.03
UE_019,LEO,831.9,12.144,8.244,-84.428,0.00013,955.485,7.546,1.9,-3638.0,2.77,0.0,0.0,63.85,2.94
UE_000,LEO,835.7,11.31,8.61,-84.945,0.00014,990.012,5.571,0.4,3616.7,2.79,0.0,0.0,65.13,3.05
UE_001,LEO,844.1,10.735,5.035,-84.533,0.000171,671.484,10.627,1.1,2385.6,2.81,0.0,0.0,52.62,2.07
UE_002,LEO,974.1,10.025,4.925,-84.787,0.00179,662.524,6.494,11.0,-3376.3,3.25,0.0,0.0,52.24,2.04
UE_003,LEO,1233.8,9.282,3.582,-85.759,0.00119,557.152,22.225,8.0,155.7,4.11,0.0,0.0,47.54,1.71
UE_004,LEO,1682.1,7.391,2.391,-86.605,0.00133,471.603,18.214,9.0,4648.2,5.61,0.0,0.0,43.37,1.45
UE_005,LEO,1868.0,7.705,3.905,-86.447,0.00117,581.695,12.453,14.0,-3520.8,6.23,0.0,0.0,48.67,1.79
UE_006,LEO,1574.0,8.01,4.51,-85.695,0.00147,628.993,24.493,10.0,-1894.8,5.25,0.0,0.0,50.78,1.94
UE_007,LEO,1175.8,-13.567,-17.267,-97.483,0.105,8.717,7.839,42.0,1651.4,3.92,49.0,22.72,0.0,0.03
UE_008,LEO,910.3,10.688,4.888,-85.656,0.00192,659.515,16.069,6.0,3893.6,3.03,0.0,0.0,52.11,2.03
UE_009,LEO,824.2,10.314,5.614,-85.543,0.000116,719.863,8.495,2.2,-2851.3,2.75,0.0,0.0,54.65,2.21
UE_010,LEO,833.4,12.43,5.43,-84.085,0.000117,704.342,16.556,1.1,-3685.6,2.78,0.0,0.0,54.01,2.17
UE_011,LEO,949.1,11.2,5.8,-84.9,0.000182,735.661,12.328,2.5,3250.8,3.16,0.0,0.0,55.3,2.26
UE_012,LEO,1260.8,8.261,2.961,-86.17,0.00112,511.566,8.406,5.0,-3803.8,4.2,0.0,0.0,45.36,1.57
UE_013,LEO,1697.1,6.749,1.349,-87.326,0.00124,403.436,11.314,6.0,815.8,5.66,0.0,0.0,39.72,1.24
UE_014,LEO,1831.6,6.895,2.895,-86.953,0.00118,506.843,12.211,8.0,-494.5,6.11,0.0,0.0,45.13,1.56
UE_015,LEO,1559.0,-12.863,-18.163,-96.532,0.092,7.103,16.393,39.0,1046.7,5.2,26.0,19.42,0.0,0.02
UE_016,LEO,1133.4,9.972,4.072,-85.814,0.00125,594.582,7.556,13.0,456.0,3.78,0.0,0.0,49.25,1.83
UE_017,LEO,900.9,9.561,2.661,-84.819,0.00154,490.345,15.006,5.0,-2543.3,3.0,0.0,0.0,44.32,1.51
UE_018,LEO,818.9,10.064,5.064,-85.068,0.000144,673.867,5.459,2.4,-1082.6,2.73,0.0,0.0,52.72,2.07
UE_019,LEO,841.2,11.261,7.861,-85.27,0.000158,919.728,13.608,0.3,-2379.4,2.8,0.0,0.0,62.51,2.83
UE_000,LEO,825.3,12.404,8.904,-83.798,0.000107,1018.073,6.502,2.7,2444.5,2.75,0.0,0.0,66.16,3.13
UE_001,LEO,835.2,11.614,5.714,-84.693,0.000115,728.375,10.568,0.1,-3042.4,2.78,0.0,0.0,55.0,2.24
UE_002,LEO,958.6,11.633,7.733,-84.184,0.000178,907.867,11.391,2.6,2683.6,3.2,0.0,0.0,62.06,2.79
UE_003,LEO,1249.0,8.713,3.413,-86.443,0.0011,544.557,10.327,7.0,3987.9,4.16,0.0,0.0,46.95,1.68
UE_004,LEO,1708.2,6.418,1.918,-86.191,0.00165,439.883,11.388,7.0,4445.1,5.69,0.0,0.0,41.71,1.35
UE_005,LEO,1767.7,5.658,2.358,-87.571,0.00158,469.385,11.785,13.0,3276.3,5.89,0.0,0.0,43.25,1.44
UE_006,LEO,1550.5,8.884,4.984,-85.458,0.00128,667.299,10.337,5.0,-1666.3,5.17,0.0,0.0,52.44,2.05
UE_007,LEO,1171.0,-14.408,-17.808,-97.304,0.025,7.704,21.807,32.0,3113.6,3.9,49.0,22.59,0.0,0.02
UE_008,LEO,923.5,10.388,5.088,-84.106,0.000134,675.862,6.157,2.1,-1503.2,3.08,0.0,0.0,52.81,2.08
UE_009,LEO,831.9,10.244,4.744,-84.778,0.00139,647.789,12.546,7.0,1817.7,2.77,0.0,0.0,51.6,1.99
UE_010,LEO,823.4,11.021,7.921,-84.889,0.000149,925.355,12.49,0.9,-2488.7,2.74,0.0,0.0,62.72,2.85
UE_011,LEO,967.9,10.568,5.368,-85.316,0.00013,699.145,6.453,0.8,-3484.9,3.23,0.0,0.0,53.79,2.15
UE_012,LEO,1254.2,7.39,2.69,-85.805,0.00127,492.365,11.361,13.0,1234.8,4.18,0.0,0.0,44.42,1.51
UE_013,LEO,1638.2,8.017,4.317,-85.092,0.00167,613.681,10.921,8.0,-4451.5,5.46,0.0,0.0,50.11,1.89
UE_014,LEO,1778.7,8.03,5.23,-86.485,0.000167,687.605,11.858,0.3,2905.3,5.93,0.0,0.0,53.3,2.12
UE_015,LEO,1551.2,-11.747,-16.947,-96.374,0.091,9.375,18.342,38.0,4105.6,5.17,26.0,19.23,0.0,0.03
UE_016,LEO,1153.5,8.169,1.569,-86.416,0.00156,417.292,17.69,12.0,-986.3,3.84,0.0,0.0,40.49,1.28
UE_017,LEO,912.0,11.975,6.875,-83.713,0.00015,829.809,7.08,0.6,-3140.1,3.04,0.0,0.0,59.06,2.55
UE_018,LEO,808.0,9.967,4.467,-84.417,0.00167,625.555,19.387,7.0,1070.5,2.69,0.0,0.0,50.63,1.92
UE_019,LEO,826.7,10.392,8.292,-84.404,0.000155,959.99,10.511,2.1,2638.1,2.76,0.0,0.0,64.02,2.95
UE_000,LEO,824.5,10.112,6.112,-85.544,0.000125,762.529,5.496,2.7,-65.0,2.75,0.0,0.0,56.39,2.35
UE_001,LEO,828.4,11.676,6.176,-84.262,0.000138,768.062,10.523,0.6,1030.1,2.76,0.0,0.0,56.61,2.36
UE_002,LEO,971.4,11.444,7.544,-84.478,0.000116,890.473,13.476,2.1,3699.7,3.24,0.0,0.0,61.4,2.74
UE_003,LEO,1260.5,7.962,2.362,-86.519,0.00152,469.652,8.404,13.0,3922.8,4.2,0.0,0.0,43.27,1.45
UE_004,LEO,1720.4,5.885,0.685,-86.658,0.00168,363.426,11.469,14.0,2896.4,5.73,0.0,0.0,37.4,1.12
UE_005,LEO,1786.9,7.309,5.209,-85.846,0.000131,685.848,11.912,1.3,-2906.4,5.96,0.0,0.0,53.23,2.11
UE_006,LEO,1521.0,7.678,5.378,-86.061,0.000145,700.003,22.14,2.1,-645.4,5.07,0.0,0.0,53.82,2.15
UE_007,LEO,1153.5,-12.832,-16.832,-96.116,0.026,9.624,18.69,42.0,-305.9,3.85,49.0,22.1,0.0,0.03
UE_008,LEO,906.7,10.516,4.916,-84.342,0.00182,661.794,15.045,12.0,-2856.8,3.02,0.0,0.0,52.21,2.04
UE_009,LEO,804.0,10.305,5.805,-84.047,0.000165,736.139,7.36,0.9,-3504.2,2.68,0.0,0.0,55.32,2.27
UE_010,LEO,840.9,11.263,8.563,-84.569,0.000175,985.577,5.606,2.1,460.7,2.8,0.0,0.0,64.97,3.03
UE_011,LEO,1013.4,11.266,4.566,-85.167,0.00151,633.497,18.756,11.0,4141.7,3.38,0.0,0.0,50.98,1.95
UE_012,LEO,1340.5,7.728,3.328,-87.036,0.00104,538.252,14.937,9.0,1847.8,4.47,0.0,0.0,46.65,1.66
UE_013,LEO,1690.9,5.766,2.066,-86.817,0.00178,449.665,25.273,13.0,-4556.9,5.64,0.0,0.0,42.23,1.38
UE_014,LEO,1845.1,7.062,4.662,-86.969,0.00105,641.15,15.3,14.0,-4289.8,6.15,0.0,0.0,51.32,1.97
UE_015,LEO,1500.9,-11.294,-15.394,-96.547,0.022,13.349,17.006,43.0,4449.8,5.0,26.0,18.04,0.0,0.04
UE_016,LEO,1139.6,8.34,3.04,-84.93,0.00187,517.282,19.597,5.0,-683.5,3.8,0.0,0.0,45.64,1.59
UE_017,LEO,910.6,11.186,6.086,-84.507,0.000155,760.294,6.071,0.1,-3932.2,3.04,0.0,0.0,56.3,2.34
UE_018,LEO,806.2,11.084,7.084,-84.358,0.000181,848.642,17.374,2.3,-3634.1,2.69,0.0,0.0,59.8,2.61
UE_019,LEO,847.6,10.104,6.204,-84.148,0.000184,770.498,15.651,0.4,-660.2,2.83,0.0,0.0,56.71,2.37
UE_000,LEO,805.7,12.689,8.689,-82.855,0.000168,997.566,14.371,0.2,-2916.8,2.69,0.0,0.0,65.41,3.07
UE_001,LEO,841.8,9.955,3.555,-85.323,0.00193,555.104,15.612,12.0,-1538.8,2.81,0.0,0.0,47.44,1.71
UE_002,LEO,998.6,10.762,5.862,-84.519,0.000137,740.951,12.657,1.8,-3328.3,3.33,0.0,0.0,55.52,2.28
UE_003,LEO,1355.7,7.568,2.168,-86.016,0.00102,456.481,17.038,5.0,475.9,4.52,0.0,0.0,42.59,1.4
UE_004,LEO,1681.0,6.994,2.994,-85.603,0.00163,513.932,24.207,6.0,1528.1,5.6,0.0,0.0,45.48,1.58
UE_005,LEO,1764.1,5.968,2.268,-86.216,0.0017,463.23,22.76,6.0,4689.7,5.88,0.0,0.0,42.94,1.43
UE_006,LEO,1496.3,7.66,4.16,-85.97,0.00101,601.415,12.975,9.0,-4601.7,4.99,0.0,0.0,49.56,1.85
UE_007,LEO,1079.0,-9.441,-12.441,-94.82,0.015,25.994,18.193,36.0,2462.7,3.6,49.0,20.11,0.0,0.08
UE_008,LEO,891.0,9.84,3.94,-85.78,0.00192,584.354,6.94,7.0,3892.3,2.97,0.0,0.0,48.79,1.8
UE_009,LEO,828.1,10.678,6.478,-85.661,0.000148,794.582,5.521,1.1,2499.9,2.76,0.0,0.0,57.67,2.44
UE_010,LEO,845.5,10.522,7.122,-84.639,0.000195,852.059,5.637,0.7,-3108.9,2.82,0.0,0.0,59.93,2.62
UE_011,LEO,1008.9,9.695,4.495,-84.253,0.00102,627.791,11.726,11.0,-2959.7,3.36,0.0,0.0,50.73,1.93
UE_012,LEO,1303.9,9.277,3.777,-86.362,0.00179,571.885,17.693,6.0,1619.1,4.35,0.0,0.0,48.22,1.76
UE_013,LEO,1731.5,7.255,1.755,-85.773,0.00169,429.224,11.543,7.0,4649.5,5.77,0.0,0.0,41.14,1.32
UE_014,LEO,1747.4,5.712,3.012,-87.244,0.00192,515.238,14.649,6.0,1455.9,5.82,0.0,0.0,45.54,1.59
UE_015,LEO,1511.4,-12.069,-15.769,-96.835,0.072,12.258,19.076,32.0,242.5,5.04,26.0,18.28,0.0,0.04
UE_016,LEO,1083.0,8.748,2.248,-85.326,0.00193,461.856,15.22,14.0,-2341.5,3.61,0.0,0.0,42.87,1.42
UE_017,LEO,877.3,11.751,5.351,-84.924,0.000103,697.741,15.849,1.4,2937.7,2.92,0.0,0.0,53.73,2.15
UE_018,LEO,823.3,11.123,6.223,-84.839,0.000198,772.185,5.488,1.1,0.0,2.74,0.0,0.0,56.78,2.38
UE_019,LEO,863.9,10.164,7.764,-85.418,0.0001,910.737,10.759,0.6,-1126.5,2.88,0.0,0.0,62.17,2.8
UE_000,LEO,817.1,12.58,9.88,-84.21,0.000136,1112.555,7.448,2.0,-2658.8,2.72,0.0,0.0,69.58,3.42
UE_001,LEO,846.8,11.011,5.411,-83.794,0.000112,702.75,8.645,2.6,3323.0,2.82,0.0,0.0,53.94,2.16
UE_002,LEO,1015.6,11.152,7.352,-84.424,0.000158,872.946,6.771,0.8,-3395.5,3.39,0.0,0.0,60.73,2.69
UE_003,LEO,1368.0,7.121,0.521,-87.44,0.00107,353.943,9.12,9.0,-4443.4,4.56,0.0,0.0,36.82,1.09
UE_004,LEO,1791.0,6.598,1.198,-86.301,0.00101,394.112,11.94,5.0,4279.4,5.97,0.0,0.0,39.19,1.21
UE_005,LEO,1733.0,8.351,5.851,-86.425,0.000167,740.004,11.553,2.8,-3443.1,5.78,0.0,0.0,55.48,2.28
UE_006,LEO,1471.1,8.146,4.246,-85.127,0.00192,608.098,9.807,8.0,322.0,4.9,0.0,0.0,49.86,1.87
UE_007,LEO,1066.9,-11.762,-16.062,-95.081,0.02,11.469,21.112,36.0,4131.0,3.56,49.0,19.8,0.0,0.04
UE_008,LEO,879.8,10.03,4.93,-84.685,0.00117,662.952,8.866,8.0,2987.4,2.93,0.0,0.0,52.26,2.04
UE_009,LEO,814.0,10.61,6.91,-83.895,0.000198,832.911,11.427,2.7,1380.2,2.71,0.0,0.0,59.18,2.56
UE_010,LEO,868.6,11.523,8.223,-83.738,0.000149,953.576,19.791,1.0,-3279.6,2.9,0.0,0.0,63.78,2.93
UE_011,LEO,1031.4,9.254,3.954,-84.773,0.00194,585.396,8.876,14.0,-3416.5,3.44,0.0,0.0,48.84,1.8
UE_012,LEO,1356.3,6.666,2.766,-85.767,0.00154,497.681,22.042,9.0,2740.1,4.52,0.0,0.0,44.68,1.53
UE_013,LEO,1707.5,7.02,1.72,-87.29,0.00195,426.991,11.383,8.0,4495.6,5.69,0.0,0.0,41.02,1.31
UE_014,LEO,1747.7,5.811,3.111,-88.094,0.00121,522.402,23.651,14.0,4676.4,5.83,0.0,0.0,45.89,1.61
UE_015,LEO,1437.1,-8.391,-13.791,-93.796,0.081,19.187,9.581,32.0,1648.1,4.79,26.0,16.66,0.0,0.06
UE_016,LEO,1081.7,9.955,4.055,-84.823,0.0016,593.229,17.212,10.0,-1609.8,3.61,0.0,0.0,49.19,1.83
UE_017,LEO,882.0,10.013,3.113,-84.494,0.00109,522.503,5.88,14.0,340.4,2.94,0.0,0.0,45.89,1.61
UE_018,LEO,802.7,12.918,9.218,-84.041,0.000162,1048.237,6.351,2.8,1652.6,2.68,0.0,0.0,67.26,3.23
UE_019,LEO,857.9,11.514,8.814,-84.643,0.000118,1009.51,17.719,0.4,-467.3,2.86,0.0,0.0,65.85,3.11
UE_000,LEO,802.5,10.62,8.12,-83.79,0.000184,943.849,6.35,0.7,-2788.1,2.67,0.0,0.0,63.42,2.9
UE_001,LEO,853.9,11.549,5.549,-84.325,0.000168,714.371,5.692,2.1,-3784.9,2.85,0.0,0.0,54.42,2.2
UE_002,LEO,1026.1,8.386,2.886,-86.807,0.001,506.242,9.84,9.0,2477.2,3.42,0.0,0.0,45.1,1.56
UE_003,LEO,1353.9,7.875,2.675,-85.262,0.0017,491.314,17.026,14.0,4352.7,4.51,0.0,0.0,44.36,1.51
UE_004,LEO,1790.6,5.899,2.299,-87.951,0.00187,465.329,18.937,14.0,-4047.3,5.97,0.0,0.0,43.05,1.43
UE_005,LEO,1770.5,5.351,1.551,-88.224,0.00177,416.165,19.803,14.0,-2569.1,5.9,0.0,0.0,40.43,1.28
UE_006,LEO,1431.5,8.385,5.385,-86.308,0.000199,700.518,20.543,0.9,3075.3,4.77,0.0,0.0,53.85,2.16
UE_007,LEO,1055.1,-10.097,-14.197,-94.249,0.029,17.507,19.034,42.0,148.7,3.52,49.0,19.51,0.0,0.05
UE_008,LEO,871.1,11.802,6.602,-85.099,0.00011,805.526,5.808,2.4,-1388.6,2.9,0.0,0.0,58.11,2.48
UE_009,LEO,812.1,11.527,6.027,-83.836,0.000145,755.219,5.414,0.2,-638.5,2.71,0.0,0.0,56.1,2.32
UE_010,LEO,878.1,11.045,8.145,-85.178,0.000162,946.214,17.854,1.3,2754.0,2.93,0.0,0.0,63.51,2.91
UE_011,LEO,1055.1,8.21,3.01,-85.595,0.00172,515.071,13.034,8.0,4150.4,3.52,0.0,0.0,45.53,1.58
UE_012,LEO,1411.8,7.156,1.756,-85.922,0.00127,429.296,11.412,6.0,-240.0,4.71,0.0,0.0,41.15,1.32
UE_013,LEO,1796.7,7.083,2.183,-86.458,0.00169,457.509,11.978,7.0,-2572.4,5.99,0.0,0.0,42.64,1.41
UE_014,LEO,1778.3,5.531,3.431,-87.935,0.00193,545.858,19.855,13.0,-3033.2,5.93,0.0,0.0,47.01,1.68
UE_015,LEO,1426.1,-8.025,-13.225,-93.613,0.056,21.796,19.507,43.0,-2764.2,4.75,26.0,16.43,0.0,0.07
UE_016,LEO,1067.0,9.039,3.839,-84.58,0.00189,576.649,7.114,5.0,3545.7,3.56,0.0,0.0,48.44,1.77
UE_017,LEO,875.1,9.769,3.769,-85.215,0.00183,571.289,5.834,11.0,3770.9,2.92,0.0,0.0,48.19,1.76
UE_018,LEO,813.5,10.014,5.314,-85.393,0.00012,694.663,16.423,0.5,3682.4,2.71,0.0,0.0,53.6,2.14
UE_019,LEO,855.7,11.633,7.833,-84.983,0.000177,917.161,5.705,2.8,-133.6,2.85,0.0,0.0,62.42,2.82
UE_000,LEO,802.4,11.621,8.921,-83.99,0.000138,1019.677,5.349,2.9,-1304.1,2.67,0.0,0.0,66.22,3.14
UE_001,LEO,863.2,9.569,3.669,-84.916,0.00151,563.695,6.755,10.0,-2371.0,2.88,0.0,0.0,47.84,1.73
UE_002,LEO,1065.4,8.749,4.749,-84.825,0.00149,648.216,7.103,9.0,2860.2,3.55,0.0,0.0,51.62,1.99
UE_003,LEO,1381.9,9.367,3.067,-85.916,0.00164,519.218,14.213,14.0,-1027.7,4.61,0.0,0.0,45.74,1.6
UE_004,LEO,1808.1,5.354,-0.046,-86.923,0.085,322.536,25.054,48.0,-3871.0,6.03,0.0,0.0,34.84,0.99
UE_005,LEO,1773.5,6.743,3.843,-86.128,0.0013,576.939,16.823,5.0,738.0,5.91,0.0,0.0,48.45,1.78
UE_006,LEO,1375.3,7.793,5.393,-85.804,0.000189,701.191,16.168,0.7,-1104.3,4.58,0.0,0.0,53.87,2.16
UE_007,LEO,1038.8,-8.29,-13.79,-95.045,0.047,19.192,16.925,41.0,-4126.2,3.46,49.0,19.1,0.0,0.06
UE_008,LEO,848.6,11.495,6.295,-83.652,0.000137,778.483,5.657,1.5,2827.9,2.83,0.0,0.0,57.03,2.4
UE_009,LEO,806.6,11.68,7.58,-83.66,0.000111,893.835,5.377,1.7,255.0,2.69,0.0,0.0,61.53,2.75
UE_010,LEO,857.8,12.416,8.816,-83.492,0.000107,1009.614,5.718,0.9,-2464.7,2.86,0.0,0.0,65.85,3.11
UE_011,LEO,1045.8,10.465,4.265,-83.967,0.00145,609.654,17.972,7.0,737.2,3.49,0.0,0.0,49.93,1.88
UE_012,LEO,1432.4,6.581,2.281,-86.209,0.00185,464.146,13.549,7.0,4512.0,4.77,0.0,0.0,42.99,1.43
UE_013,LEO,1820.3,7.723,3.323,-86.738,0.00157,537.917,12.135,5.0,1617.1,6.07,0.0,0.0,46.63,1.66
UE_014,LEO,1685.3,7.282,5.182,-86.459,0.000147,683.627,23.235,0.6,3319.8,5.62,0.0,0.0,53.14,2.1
UE_015,LEO,1418.9,-7.754,-14.554,-92.977,0.092,16.149,9.46,39.0,-4124.9,4.73,26.0,16.28,0.0,0.05
UE_016,LEO,1027.6,11.077,4.577,-83.862,0.00136,634.338,20.851,7.0,948.6,3.43,0.0,0.0,51.02,1.95
UE_017,LEO,858.9,11.705,6.005,-84.147,0.000152,753.32,10.726,0.2,1312.7,2.86,0.0,0.0,56.02,2.32
UE_018,LEO,826.7,9.891,6.091,-85.554,0.000122,760.718,5.512,1.2,-3730.6,2.76,0.0,0.0,56.32,2.34
UE_019,LEO,882.5,9.709,7.109,-85.946,0.000178,850.839,19.883,1.8,812.4,2.94,0.0,0.0,59.88,2.62
UE_000,LEO,802.8,10.717,8.417,-83.841,0.00018,971.798,5.352,0.8,2088.2,2.68,0.0,0.0,64.46,2.99
UE_001,LEO,880.2,12.227,6.227,-84.886,0.000132,772.569,5.868,0.1,1831.3,2.93,0.0,0.0,56.8,2.38
UE_002,LEO,1085.6,10.233,6.233,-85.483,0.000105,773.083,11.237,2.6,4237.2,3.62,0.0,0.0,56.82,2.38
UE_003,LEO,1471.4,6.244,-0.056,-87.778,0.087,322.013,14.809,55.0,-1272.3,4.9,0.0,0.0,34.81,0.99
UE_004,LEO,1731.0,8.156,3.056,-86.522,0.00112,518.399,12.54,9.0,4266.3,5.77,0.0,0.0,45.7,1.6
UE_005,LEO,1673.4,6.115,2.215,-87.742,0.00131,459.663,16.156,10.0,-2056.6,5.58,0.0,0.0,42.75,1.41
UE_006,LEO,1346.8,9.303,7.003,-85.848,0.0001,841.316,16.979,2.4,2341.9,4.49,0.0,0.0,59.51,2.59
UE_007,LEO,1033.0,-9.112,-13.312,-94.956,0.082,21.378,6.886,58.0,-2112.8,3.44,49.0,18.96,0.0,0.07
UE_008,LEO,867.3,12.135,5.735,-84.133,0.000154,730.116,9.782,1.9,202.2,2.89,0.0,0.0,55.07,2.25
UE_009,LEO,807.1,11.775,6.375,-83.513,0.00012,785.471,5.381,1.7,3437.4,2.69,0.0,0.0,57.31,2.42
UE_010,LEO,893.9,9.317,6.917,-85.842,0.000152,833.563,18.959,1.2,3103.4,2.98,0.0,0.0,59.21,2.56
UE_011,LEO,1067.9,8.335,1.735,-86.533,0.00183,427.919,7.119,8.0,-3994.0,3.56,0.0,0.0,41.07,1.32
UE_012,LEO,1471.8,6.743,2.643,-86.428,0.00189,489.062,17.812,12.0,4478.8,4.91,0.0,0.0,44.25,1.5
UE_013,LEO,1814.3,-39.604,-45.104,-110.202,0.044,0.014,25.095,58.0,-3872.1,6.05,44.0,46.44,0.0,0.0
UE_014,LEO,1685.2,7.982,4.482,-85.509,0.00198,626.771,16.235,7.0,-3017.8,5.62,0.0,0.0,50.69,1.93
UE_015,LEO,1329.1,-6.9,-13.9,-92.65,0.035,18.724,22.861,50.0,-3150.6,4.43,26.0,14.57,0.0,0.06
UE_016,LEO,1000.6,11.149,5.449,-85.226,0.000182,705.901,16.671,2.9,-2736.4,3.34,0.0,0.0,54.07,2.17
UE_017,LEO,859.9,12.297,5.597,-84.051,0.000168,718.423,5.733,0.4,1123.0,2.87,0.0,0.0,54.59,2.21
UE_018,LEO,817.3,12.178,6.778,-83.711,0.000158,821.172,5.449,0.8,-3233.3,2.72,0.0,0.0,58.72,2.53
UE_019,LEO,869.2,10.219,6.219,-85.291,0.000117,771.799,19.795,1.2,-3316.4,2.9,0.0,0.0,56.76,2.37
UE_000,LEO,817.7,10.275,7.175,-84.263,0.00014,856.83,5.451,1.1,-2914.2,2.73,0.0,0.0,60.11,2.64
UE_001,LEO,870.5,11.508,5.008,-84.646,0.00011,669.278,16.803,1.8,1002.4,2.9,0.0,0.0,52.53,2.06
UE_002,LEO,1084.1,9.141,4.441,-85.929,0.00197,623.559,13.227,14.0,820.6,3.61,0.0,0.0,50.55,1.92
UE_003,LEO,1457.4,7.193,3.693,-86.504,0.00118,565.504,14.716,11.0,-4552.3,4.86,0.0,0.0,47.93,1.74
UE_004,LEO,1850.2,6.149,1.749,-86.126,0.00173,428.848,22.335,14.0,412.6,6.17,0.0,0.0,41.12,1.32
UE_005,LEO,1678.1,6.302,3.702,-87.849,0.00127,566.206,14.187,9.0,4647.1,5.59,0.0,0.0,47.96,1.74
UE_006,LEO,1306.7,8.365,5.065,-86.717,0.000169,674.002,22.711,1.1,-1838.5,4.36,0.0,0.0,52.73,2.07
UE_007,LEO,1015.3,9.354,5.054,-86.123,0.000199,673.088,6.769,3.0,1773.6,3.38,0.0,0.0,52.69,2.07
UE_008,LEO,850.6,10.177,5.077,-84.211,0.000169,675.002,11.671,2.0,-3774.8,2.84,0.0,0.0,52.77,2.08
UE_009,LEO,804.1,12.904,7.504,-82.848,0.000198,886.857,5.361,1.3,-2751.6,2.68,0.0,0.0,61.27,2.73
UE_010,LEO,875.3,11.468,6.868,-83.366,0.000163,829.149,5.836,2.6,-3675.1,2.92,0.0,0.0,59.04,2.55
UE_011,LEO,1134.8,9.766,2.866,-84.217,0.00193,504.75,12.565,6.0,3700.7,3.78,0.0,0.0,45.03,1.55
UE_012,LEO,1433.8,8.576,3.176,-86.212,0.00184,527.146,10.558,9.0,2830.3,4.78,0.0,0.0,46.12,1.62
UE_013,LEO,1854.1,-41.31,-47.01,-111.055,0.013,0.009,14.36,55.0,1925.9,6.18,44.0,49.25,0.0,0.0
UE_014,LEO,1720.2,6.385,2.885,-86.907,0.00118,506.163,16.468,14.0,4361.9,5.73,0.0,0.0,45.1,1.56
UE_015,LEO,1354.5,-6.465,-12.265,-93.032,0.057,27.039,17.03,32.0,-3635.4,4.52,26.0,15.04,0.0,0.08
UE_016,LEO,997.9,9.467,2.967,-85.467,0.00138,511.975,6.652,9.0,4042.4,3.33,0.0,0.0,45.38,1.58
UE_017,LEO,843.8,9.737,3.337,-84.431,0.00119,538.945,14.625,5.0,-3692.5,2.81,0.0,0.0,46.68,1.66
UE_018,LEO,818.6,10.166,6.266,-84.417,0.000103,775.948,8.458,1.8,2617.5,2.73,0.0,0.0,56.93,2.39
UE_019,LEO,885.5,10.484,7.084,-83.958,0.00016,848.631,16.903,0.9,612.5,2.95,0.0,0.0,59.79,2.61
UE_000,LEO,823.5,12.021,8.621,-83.29,0.000178,991.053,7.49,0.8,2133.5,2.75,0.0,0.0,65.17,3.05
UE_001,LEO,908.8,11.5,5.6,-84.95,0.000105,718.64,6.059,1.1,1680.7,3.03,0.0,0.0,54.6,2.21
UE_002,LEO,1134.7,9.666,4.466,-84.967,0.00119,625.498,14.565,5.0,1055.7,3.78,0.0,0.0,50.63,1.92
UE_003,LEO,1486.2,6.194,2.594,-87.403,0.00199,485.631,9.908,13.0,4370.7,4.95,0.0,0.0,44.08,1.49
UE_004,LEO,1819.2,7.826,2.926,-85.687,0.00153,509.065,12.128,13.0,0.0,6.06,0.0,0.0,45.24,1.57
UE_005,LEO,1644.9,5.997,2.697,-87.001,0.00196,492.843,10.966,5.0,2341.4,5.48,0.0,0.0,44.44,1.52
UE_006,LEO,1302.8,9.181,6.281,-86.009,0.000174,777.274,8.686,0.2,3022.7,4.34,0.0,0.0,56.98,2.39
UE_007,LEO,982.6,11.068,4.268,-84.566,0.00126,609.841,17.551,5.0,2547.6,3.28,0.0,0.0,49.94,1.88
UE_008,LEO,852.4,12.262,5.662,-83.469,0.000182,723.907,5.683,1.3,-1491.6,2.84,0.0,0.0,54.82,2.23
